sim,sampled_years,value_per_share
480,"[2018, 2026, 2024, 2024, 2023]",4151.56
481,"[2023, 2025, 2019, 2026, 2024]",3160.14
482,"[2024, 2019, 2024, 2018, 2023]",3750.04
483,"[2018, 2025, 2023, 2024, 2024]",2846.74
484,"[2019, 2026, 2026, 2019, 2025]",2704.64
485,"[2025, 2019, 2019, 2025, 2023]",3440.88
486,"[2023, 2023, 2019, 2024, 2023]",4674.31
487,"[2026, 2018, 2025, 2024, 2025]",2522.58
488,"[2025, 2024, 2019, 2019, 2019]",2513.33
489,"[2026, 2019, 2023, 2023, 2019]",3401.47
490,"[2019, 2018, 2026, 2025, 2018]",2802.46
491,"[2019, 2023, 2025, 2026, 2024]",3097.64
492,"[2023, 2025, 2025, 2025, 2019]",2762.88
493,"[2023, 2025, 2018, 2025, 2024]",2974.91
494,"[2018, 2024, 2018, 2025, 2023]",3594.37
495,"[2023, 2018, 2023, 2026, 2023]",4672.75
496,"[2019, 2019, 2024, 2026, 2025]",2326.88
497,"[2019, 2018, 2019, 2019, 2018]",2603.21
498,"[2025, 2024, 2018, 2026, 2024]",2770.15
499,"[2024, 2025, 2019, 2025, 2023]",3558.47
500,"[2018, 2019, 2025, 2024, 2018]",2564.54
501,"[2018, 2019, 2025, 2025, 2018]",2513.93
502,"[2023, 2025, 2018, 2024, 2026]",2539.69
503,"[2018, 2023, 2019, 2025, 2018]",2869.71
504,"[2019, 2023, 2026, 2024, 2025]",2695.55
505,"[2025, 2023, 2025, 2023, 2025]",2430.62
506,"[2026, 2024, 2026, 2018, 2023]",4718.23
507,"[2018, 2018, 2018, 2025, 2018]",2539.42
508,"[2026, 2023, 2019, 2024, 2018]",3463.92
509,"[2024, 2018, 2025, 2019, 2018]",2616.15
510,"[2018, 2023, 2023, 2018, 2018]",3140.68
511,"[2024, 2023, 2018, 2018, 2026]",2582.97
512,"[2023, 2025, 2024, 2024, 2018]",2992.94
513,"[2018, 2018, 2023, 2023, 2024]",3023.13
514,"[2019, 2024, 2023, 2019, 2025]",2431.56
515,"[2024, 2023, 2019, 2024, 2025]",2542.39
516,"[2023, 2025, 2018, 2024, 2019]",2865.74
517,"[2018, 2023, 2024, 2023, 2024]",3184.77
518,"[2024, 2026, 2026, 2024, 2018]",3345.55
519,"[2024, 2024, 2023, 2025, 2024]",3034.38
520,"[2025, 2018, 2024, 2025, 2026]",2172.55
521,"[2019, 2024, 2026, 2018, 2026]",2509.91
522,"[2024, 2019, 2024, 2023, 2019]",2785.33
523,"[2025, 2024, 2023, 2026, 2018]",2918.21
524,"[2024, 2026, 2018, 2026, 2019]",3088.84
525,"[2019, 2018, 2024, 2025, 2025]",2188.1
526,"[2019, 2023, 2026, 2025, 2025]",2640.79
527,"[2019, 2018, 2023, 2025, 2023]",3839.58
528,"[2025, 2026, 2025, 2019, 2025]",2343.37
529,"[2019, 2018, 2024, 2018, 2026]",2278.15
530,"[2019, 2024, 2024, 2019, 2026]",2343.86
531,"[2024, 2026, 2024, 2026, 2023]",4464.99
532,"[2018, 2019, 2026, 2024, 2018]",2853.24
533,"[2023, 2024, 2018, 2019, 2018]",3061.91
534,"[2018, 2024, 2025, 2026, 2018]",2713.15
535,"[2023, 2018, 2018, 2018, 2024]",3073.13
536,"[2025, 2023, 2018, 2025, 2023]",3828.3
537,"[2018, 2023, 2024, 2023, 2024]",3184.77
538,"[2025, 2026, 2023, 2019, 2023]",4279.0
539,"[2024, 2019, 2026, 2024, 2018]",2953.12
540,"[2018, 2026, 2018, 2024, 2018]",2951.36
541,"[2026, 2025, 2025, 2023, 2019]",2983.37
542,"[2018, 2018, 2025, 2018, 2023]",3475.9
543,"[2025, 2019, 2023, 2018, 2026]",2361.48
544,"[2025, 2023, 2019, 2018, 2019]",2748.85
545,"[2019, 2024, 2019, 2023, 2018]",2799.29
546,"[2025, 2025, 2018, 2018, 2026]",2106.31
547,"[2024, 2023, 2018, 2026, 2026]",2701.21
548,"[2023, 2023, 2024, 2025, 2026]",2918.68
549,"[2025, 2018, 2018, 2019, 2023]",3441.92
550,"[2025, 2023, 2019, 2026, 2023]",4071.74
551,"[2018, 2026, 2025, 2023, 2024]",3115.7
552,"[2026, 2024, 2026, 2024, 2024]",3560.07
553,"[2025, 2025, 2026, 2019, 2026]",2306.5
554,"[2024, 2024, 2018, 2023, 2023]",3935.55
555,"[2019, 2024, 2019, 2023, 2024]",2891.02
556,"[2026, 2025, 2026, 2025, 2025]",2685.39
557,"[2019, 2018, 2023, 2024, 2025]",2386.68
558,"[2025, 2025, 2024, 2019, 2019]",2426.71
559,"[2023, 2026, 2024, 2019, 2026]",2987.22
560,"[2019, 2023, 2019, 2025, 2024]",2989.95
561,"[2019, 2019, 2023, 2018, 2023]",3901.76
562,"[2019, 2019, 2025, 2023, 2025]",2255.05
563,"[2025, 2025, 2019, 2019, 2024]",2533.58
564,"[2019, 2023, 2023, 2019, 2023]",4369.07
565,"[2018, 2026, 2025, 2026, 2025]",2517.62
566,"[2019, 2025, 2024, 2026, 2018]",2697.96
567,"[2023, 2018, 2025, 2023, 2026]",2655.55
568,"[2024, 2018, 2019, 2024, 2025]",2258.75
569,"[2025, 2023, 2023, 2023, 2024]",3307.52
570,"[2025, 2018, 2018, 2018, 2023]",3434.56
571,"[2018, 2024, 2018, 2018, 2025]",2210.47
572,"[2025, 2025, 2019, 2025, 2018]",2423.42
573,"[2026, 2023, 2023, 2019, 2025]",3123.81
574,"[2018, 2026, 2024, 2019, 2018]",2983.15
575,"[2024, 2018, 2018, 2024, 2025]",2249.47
576,"[2026, 2018, 2026, 2025, 2026]",2832.84
577,"[2018, 2023, 2023, 2019, 2018]",3146.78
578,"[2023, 2025, 2024, 2025, 2026]",2535.08
579,"[2018, 2018, 2019, 2023, 2025]",2268.9
580,"[2026, 2026, 2026, 2025, 2025]",3131.01
581,"[2025, 2025, 2026, 2024, 2023]",3722.56
582,"[2025, 2019, 2018, 2023, 2025]",2209.96
583,"[2025, 2023, 2023, 2018, 2026]",2640.91
584,"[2024, 2023, 2023, 2023, 2023]",4687.23
585,"[2026, 2025, 2018, 2026, 2023]",4294.04
586,"[2025, 2018, 2026, 2025, 2023]",3732.41
587,"[2018, 2025, 2023, 2026, 2019]",2786.75
588,"[2026, 2024, 2024, 2026, 2025]",2781.01
589,"[2026, 2018, 2026, 2026, 2023]",4819.61
590,"[2019, 2026, 2023, 2023, 2026]",2910.86
591,"[2023, 2025, 2026, 2024, 2018]",3215.15
592,"[2026, 2019, 2024, 2025, 2024]",3180.52
593,"[2019, 2025, 2024, 2026, 2019]",2631.07
594,"[2019, 2026, 2026, 2024, 2018]",3260.5
595,"[2018, 2018, 2019, 2025, 2019]",2487.43
596,"[2018, 2025, 2025, 2024, 2026]",2152.32
597,"[2019, 2026, 2025, 2018, 2018]",2898.85
598,"[2019, 2025, 2019, 2019, 2026]",2198.98
599,"[2025, 2019, 2023, 2024, 2018]",2758.54
600,"[2019, 2025, 2025, 2023, 2023]",3594.35
601,"[2018, 2019, 2018, 2018, 2025]",2166.25
602,"[2024, 2025, 2018, 2026, 2024]",2807.32
603,"[2024, 2025, 2019, 2026, 2026]",2355.71
604,"[2024, 2025, 2018, 2025, 2019]",2505.85
605,"[2025, 2019, 2023, 2019, 2025]",2296.34
606,"[2019, 2019, 2024, 2025, 2026]",2268.91
607,"[2018, 2025, 2018, 2025, 2019]",2421.39
608,"[2019, 2019, 2023, 2024, 2025]",2402.02
609,"[2019, 2019, 2018, 2026, 2018]",2726.34
610,"[2025, 2026, 2018, 2018, 2019]",2770.58
611,"[2019, 2024, 2024, 2019, 2018]",2712.15
612,"[2018, 2023, 2019, 2024, 2018]",2927.29
613,"[2024, 2025, 2024, 2025, 2026]",2260.95
614,"[2026, 2019, 2019, 2023, 2026]",2778.56
615,"[2023, 2024, 2025, 2023, 2018]",3153.23
616,"[2025, 2018, 2025, 2024, 2026]",2140.13
617,"[2025, 2026, 2023, 2023, 2026]",2805.6
618,"[2018, 2023, 2024, 2024, 2026]",2567.3
619,"[2018, 2026, 2023, 2019, 2019]",3109.73
620,"[2023, 2023, 2019, 2026, 2019]",3432.98
621,"[2025, 2026, 2019, 2018, 2024]",2947.99
622,"[2024, 2019, 2019, 2018, 2024]",2771.5
623,"[2025, 2019, 2023, 2026, 2019]",2789.04
624,"[2026, 2023, 2025, 2024, 2025]",2842.26
625,"[2026, 2026, 2026, 2025, 2024]",3876.51
626,"[2018, 2025, 2026, 2025, 2018]",2716.58
627,"[2018, 2018, 2025, 2024, 2024]",2631.81
628,"[2019, 2025, 2025, 2018, 2023]",3429.68
629,"[2018, 2026, 2025, 2019, 2019]",2807.96
630,"[2025, 2026, 2025, 2026, 2019]",2853.63
631,"[2024, 2019, 2018, 2023, 2025]",2353.13
632,"[2025, 2025, 2018, 2018, 2023]",3359.3
633,"[2026, 2024, 2026, 2018, 2025]",2853.02
634,"[2025, 2025, 2024, 2018, 2019]",2422.02
635,"[2018, 2025, 2023, 2026, 2019]",2786.75
636,"[2023, 2025, 2019, 2025, 2018]",2892.35
637,"[2024, 2018, 2023, 2026, 2026]",2612.46
638,"[2024, 2018, 2026, 2019, 2025]",2437.72
639,"[2026, 2023, 2018, 2019, 2024]",3534.8
640,"[2025, 2026, 2025, 2024, 2018]",2822.05
641,"[2026, 2026, 2019, 2023, 2019]",3554.97
642,"[2026, 2025, 2026, 2026, 2026]",2929.04
643,"[2019, 2023, 2025, 2019, 2023]",3953.42
644,"[2025, 2018, 2019, 2023, 2023]",3615.37
645,"[2018, 2026, 2018, 2018, 2024]",3018.92
646,"[2023, 2023, 2024, 2018, 2019]",3326.84
647,"[2025, 2019, 2018, 2018, 2018]",2509.54
648,"[2018, 2026, 2024, 2023, 2025]",2619.3
649,"[2019, 2023, 2025, 2018, 2024]",2957.86
650,"[2023, 2026, 2018, 2026, 2018]",3549.99
651,"[2018, 2026, 2025, 2025, 2024]",2939.54
652,"[2025, 2018, 2024, 2019, 2019]",2482.33
653,"[2026, 2025, 2019, 2025, 2018]",2946.56
654,"[2026, 2026, 2018, 2019, 2018]",3464.64
655,"[2018, 2026, 2024, 2025, 2019]",2874.11
656,"[2025, 2024, 2024, 2025, 2018]",2582.78
657,"[2026, 2019, 2019, 2019, 2024]",3172.98
658,"[2019, 2023, 2025, 2019, 2026]",2479.85
659,"[2018, 2019, 2024, 2026, 2024]",2844.73
660,"[2025, 2026, 2018, 2024, 2026]",2476.8
661,"[2025, 2025, 2025, 2018, 2024]",2476.52
662,"[2024, 2019, 2019, 2026, 2026]",2425.54
663,"[2023, 2019, 2024, 2026, 2019]",3115.19
664,"[2026, 2019, 2026, 2018, 2024]",3453.55
665,"[2026, 2019, 2019, 2023, 2024]",3322.64
666,"[2019, 2024, 2018, 2019, 2024]",2749.85
667,"[2026, 2026, 2019, 2024, 2018]",3507.78
668,"[2025, 2025, 2019, 2026, 2024]",2648.36
669,"[2023, 2026, 2024, 2023, 2025]",3038.52
670,"[2025, 2024, 2026, 2023, 2023]",4057.41
671,"[2025, 2019, 2024, 2024, 2023]",3558.23
672,"[2023, 2019, 2019, 2023, 2024]",3258.1
673,"[2018, 2019, 2019, 2023, 2019]",2653.08
674,"[2019, 2018, 2018, 2019, 2026]",2240.64
675,"[2023, 2024, 2018, 2023, 2025]",2692.03
676,"[2019, 2025, 2019, 2024, 2026]",2216.69
677,"[2018, 2019, 2024, 2026, 2025]",2307.18
678,"[2023, 2024, 2023, 2018, 2026]",2876.1
679,"[2026, 2025, 2019, 2018, 2024]",3075.29
680,"[2019, 2025, 2023, 2024, 2026]",2403.47
681,"[2018, 2025, 2018, 2019, 2026]",2171.46
682,"[2023, 2023, 2026, 2023, 2026]",3321.1
683,"[2018, 2018, 2024, 2025, 2024]",2672.06
684,"[2026, 2018, 2024, 2019, 2025]",2593.06
685,"[2018, 2026, 2024, 2026, 2024]",3222.42
686,"[2026, 2026, 2024, 2023, 2026]",3191.81
687,"[2019, 2026, 2023, 2024, 2026]",2800.02
688,"[2026, 2024, 2018, 2024, 2025]",2635.65
689,"[2023, 2018, 2019, 2019, 2018]",2994.08
690,"[2023, 2023, 2023, 2019, 2025]",3064.73
691,"[2026, 2026, 2019, 2026, 2023]",5042.32
692,"[2023, 2023, 2018, 2026, 2019]",3418.37
693,"[2025, 2024, 2023, 2019, 2026]",2414.2
694,"[2024, 2025, 2026, 2025, 2024]",2905.14
695,"[2025, 2024, 2018, 2018, 2024]",2645.08
696,"[2018, 2026, 2024, 2018, 2024]",3075.94
697,"[2025, 2025, 2018, 2023, 2026]",2211.03
698,"[2024, 2026, 2025, 2026, 2023]",4312.1
699,"[2023, 2023, 2018, 2024, 2024]",3491.84
700,"[2018, 2023, 2023, 2024, 2018]",3171.7
701,"[2024, 2023, 2018, 2026, 2025]",2621.36
702,"[2024, 2023, 2019, 2018, 2019]",2926.41
703,"[2018, 2026, 2024, 2026, 2025]",2608.89
704,"[2018, 2023, 2018, 2025, 2019]",2787.3
705,"[2026, 2019, 2023, 2023, 2025]",2925.31
706,"[2018, 2025, 2023, 2019, 2019]",2667.42
707,"[2024, 2024, 2018, 2023, 2026]",2473.57
708,"[2025, 2023, 2024, 2023, 2018]",2998.6
709,"[2025, 2024, 2026, 2025, 2019]",2705.32
710,"[2026, 2026, 2019, 2024, 2019]",3420.2
711,"[2026, 2023, 2018, 2026, 2018]",3576.37
712,"[2024, 2018, 2019, 2018, 2018]",2665.91
713,"[2019, 2026, 2024, 2019, 2018]",3009.18
714,"[2019, 2023, 2018, 2024, 2019]",2868.07
715,"[2025, 2024, 2018, 2018, 2026]",2213.28
716,"[2023, 2024, 2024, 2025, 2018]",3082.06
717,"[2025, 2023, 2026, 2024, 2026]",2677.32
718,"[2018, 2024, 2019, 2025, 2026]",2263.06
719,"[2024, 2026, 2024, 2023, 2025]",2710.83
720,"[2018, 2025, 2023, 2025, 2024]",2790.94
721,"[2024, 2026, 2024, 2019, 2018]",3087.68
722,"[2018, 2025, 2023, 2019, 2019]",2667.42
723,"[2019, 2019, 2023, 2019, 2023]",3910.11
724,"[2018, 2025, 2018, 2024, 2026]",2188.91
725,"[2019, 2023, 2018, 2025, 2026]",2491.27
726,"[2018, 2023, 2023, 2023, 2024]",3401.29
727,"[2018, 2018, 2019, 2018, 2025]",2161.46
728,"[2023, 2019, 2019, 2026, 2026]",2719.27
729,"[2024, 2023, 2024, 2025, 2019]",2938.69
730,"[2018, 2025, 2026, 2025, 2023]",3754.09
731,"[2026, 2018, 2018, 2025, 2026]",2590.83
732,"[2023, 2023, 2025, 2024, 2018]",3325.85
733,"[2018, 2019, 2023, 2024, 2019]",2767.81
734,"[2018, 2018, 2023, 2018, 2023]",3841.47
735,"[2018, 2024, 2025, 2026, 2026]",2342.15
736,"[2019, 2023, 2024, 2026, 2018]",3105.11
737,"[2025, 2019, 2018, 2024, 2024]",2617.84
738,"[2019, 2018, 2019, 2024, 2025]",2201.34
739,"[2018, 2024, 2024, 2026, 2023]",3877.81
740,"[2026, 2024, 2023, 2026, 2023]",4908.57
741,"[2024, 2025, 2024, 2024, 2023]",3679.86
742,"[2018, 2025, 2023, 2025, 2023]",3722.89
743,"[2026, 2025, 2023, 2023, 2026]",2926.8
744,"[2023, 2023, 2024, 2019, 2026]",2954.59
745,"[2018, 2018, 2026, 2025, 2018]",2778.34
746,"[2023, 2025, 2018, 2024, 2026]",2539.69
747,"[2026, 2026, 2024, 2025, 2019]",3400.54
748,"[2024, 2026, 2019, 2023, 2019]",3108.94
749,"[2024, 2025, 2025, 2018, 2025]",2140.25
750,"[2019, 2025, 2023, 2024, 2018]",2780.2
751,"[2024, 2019, 2018, 2018, 2019]",2606.14
752,"[2018, 2019, 2018, 2019, 2018]",2586.67
753,"[2023, 2026, 2026, 2023, 2019]",3799.22
754,"[2018, 2025, 2019, 2018, 2024]",2601.2
755,"[2025, 2023, 2026, 2024, 2019]",3024.37
756,"[2024, 2026, 2026, 2026, 2023]",4810.4
757,"[2024, 2023, 2024, 2024, 2023]",4232.35
758,"[2019, 2024, 2018, 2019, 2023]",3667.99
759,"[2025, 2023, 2018, 2026, 2026]",2537.16
760,"[2019, 2019, 2018, 2026, 2019]",2658.85
761,"[2025, 2018, 2018, 2019, 2023]",3441.92
762,"[2024, 2019, 2025, 2019, 2018]",2633.12
763,"[2025, 2025, 2018, 2024, 2019]",2401.07
764,"[2026, 2018, 2018, 2024, 2026]",2644.29
765,"[2025, 2025, 2024, 2025, 2026]",2123.32
766,"[2026, 2019, 2024, 2025, 2026]",2656.44
767,"[2025, 2025, 2026, 2025, 2023]",3651.0
768,"[2026, 2025, 2026, 2026, 2025]",2840.66
769,"[2019, 2025, 2018, 2025, 2025]",2099.34
770,"[2019, 2023, 2026, 2018, 2026]",2750.43
771,"[2019, 2018, 2019, 2019, 2019]",2539.17
772,"[2024, 2019, 2025, 2018, 2018]",2627.98
773,"[2019, 2026, 2026, 2023, 2024]",3501.38
774,"[2024, 2026, 2023, 2025, 2018]",3260.91
775,"[2023, 2019, 2024, 2018, 2023]",4201.47
776,"[2026, 2024, 2024, 2019, 2019]",3100.96
777,"[2024, 2023, 2023, 2023, 2026]",2950.47
778,"[2024, 2025, 2019, 2024, 2018]",2632.17
779,"[2018, 2025, 2019, 2019, 2019]",2461.12
780,"[2026, 2019, 2026, 2026, 2025]",2925.36
781,"[2018, 2026, 2026, 2025, 2026]",2729.9
782,"[2019, 2019, 2023, 2023, 2019]",2899.91
783,"[2019, 2018, 2018, 2025, 2023]",3529.84
784,"[2018, 2019, 2024, 2026, 2026]",2377.6
785,"[2019, 2019, 2023, 2023, 2024]",3069.72
786,"[2019, 2023, 2023, 2023, 2023]",4568.04
787,"[2023, 2023, 2018, 2019, 2023]",4617.43
788,"[2019, 2024, 2019, 2019, 2023]",3684.48
789,"[2023, 2024, 2026, 2024, 2025]",2829.32
790,"[2025, 2024, 2019, 2019, 2023]",3551.79
791,"[2026, 2023, 2024, 2026, 2019]",3553.1
792,"[2026, 2025, 2023, 2025, 2024]",3301.43
793,"[2023, 2018, 2026, 2026, 2023]",4713.92
794,"[2026, 2018, 2018, 2018, 2025]",2540.67
795,"[2023, 2019, 2023, 2024, 2023]",4529.79
796,"[2026, 2023, 2026, 2023, 2026]",3387.42
797,"[2026, 2019, 2026, 2018, 2025]",2795.45
798,"[2026, 2024, 2024, 2019, 2026]",2744.93
799,"[2018, 2025, 2019, 2023, 2024]",2728.43
800,"[2026, 2024, 2023, 2024, 2025]",2871.55
801,"[2025, 2023, 2024, 2019, 2024]",2958.35
802,"[2019, 2026, 2023, 2026, 2018]",3362.01
803,"[2018, 2026, 2023, 2026, 2026]",2875.41
804,"[2018, 2025, 2018, 2026, 2025]",2199.75
805,"[2023, 2025, 2026, 2024, 2025]",2693.14
806,"[2024, 2026, 2023, 2024, 2019]",3244.57
807,"[2025, 2025, 2018, 2018, 2025]",2044.29
808,"[2023, 2023, 2019, 2023, 2026]",3051.23
809,"[2018, 2025, 2024, 2023, 2018]",2679.86
810,"[2025, 2019, 2019, 2019, 2023]",3480.66
811,"[2026, 2019, 2023, 2018, 2019]",3241.56
812,"[2025, 2025, 2023, 2025, 2026]",2269.75
813,"[2019, 2026, 2019, 2025, 2018]",2930.5
814,"[2025, 2023, 2023, 2018, 2025]",2563.57
815,"[2024, 2026, 2026, 2023, 2019]",3390.59
816,"[2026, 2024, 2025, 2019, 2019]",2993.12
817,"[2018, 2023, 2025, 2026, 2024]",3070.79
818,"[2019, 2024, 2019, 2026, 2025]",2340.67
819,"[2019, 2024, 2019, 2024, 2024]",2783.61
820,"[2019, 2024, 2018, 2024, 2026]",2319.48
821,"[2023, 2025, 2024, 2025, 2023]",4044.27
822,"[2023, 2024, 2018, 2018, 2023]",4207.73
823,"[2023, 2026, 2019, 2024, 2019]",3352.98
824,"[2024, 2018, 2025, 2024, 2019]",2572.07
825,"[2026, 2019, 2019, 2024, 2025]",2593.18
826,"[2018, 2023, 2025, 2025, 2024]",2903.29
827,"[2023, 2019, 2023, 2019, 2024]",3372.45
828,"[2018, 2025, 2023, 2026, 2023]",3941.73
829,"[2018, 2023, 2024, 2025, 2023]",4010.46
830,"[2025, 2025, 2024, 2024, 2018]",2507.91
831,"[2024, 2025, 2019, 2026, 2018]",2729.03
832,"[2023, 2026, 2026, 2025, 2024]",3796.74
833,"[2025, 2024, 2025, 2023, 2026]",2284.54
834,"[2024, 2026, 2024, 2018, 2018]",3081.61
835,"[2023, 2026, 2024, 2026, 2019]",3526.85
836,"[2023, 2018, 2019, 2018, 2025]",2507.88
837,"[2024, 2023, 2023, 2023, 2018]",3409.5
838,"[2026, 2025, 2019, 2023, 2023]",4308.97
839,"[2018, 2019, 2023, 2025, 2019]",2713.26
840,"[2019, 2024, 2026, 2019, 2025]",2439.87
841,"[2018, 2024, 2019, 2023, 2026]",2400.24
842,"[2026, 2025, 2024, 2019, 2025]",2533.76
843,"[2024, 2019, 2023, 2018, 2019]",2836.57
844,"[2018, 2018, 2018, 2019, 2025]",2156.51
845,"[2018, 2018, 2025, 2023, 2018]",2646.63
846,"[2025, 2024, 2026, 2018, 2019]",2733.04
847,"[2023, 2018, 2024, 2025, 2024]",3099.67
848,"[2023, 2026, 2024, 2019, 2025]",2898.62
849,"[2023, 2025, 2024, 2018, 2019]",2890.69
850,"[2018, 2025, 2023, 2023, 2025]",2404.28
851,"[2018, 2023, 2018, 2019, 2019]",2820.93
852,"[2025, 2026, 2024, 2026, 2024]",3133.38
853,"[2023, 2023, 2019, 2018, 2019]",3279.78
854,"[2025, 2024, 2019, 2024, 2023]",3579.57
855,"[2026, 2024, 2026, 2019, 2018]",3417.48
856,"[2024, 2025, 2019, 2018, 2023]",3591.91
857,"[2023, 2026, 2018, 2024, 2024]",3536.69
858,"[2018, 2026, 2018, 2026, 2025]",2560.74
859,"[2024, 2025, 2023, 2025, 2024]",2888.6
860,"[2023, 2024, 2026, 2024, 2024]",3489.0
861,"[2024, 2018, 2025, 2023, 2024]",2828.93
862,"[2025, 2018, 2023, 2023, 2018]",2846.33
863,"[2026, 2023, 2026, 2019, 2024]",3870.9
864,"[2024, 2026, 2023, 2025, 2024]",3368.96
865,"[2023, 2019, 2024, 2024, 2025]",2585.39
866,"[2023, 2025, 2019, 2024, 2018]",2950.5
867,"[2024, 2023, 2026, 2024, 2023]",4556.5
868,"[2026, 2024, 2026, 2024, 2024]",3560.07
869,"[2026, 2018, 2018, 2023, 2019]",3103.24
870,"[2025, 2025, 2018, 2025, 2023]",3328.03
871,"[2025, 2023, 2024, 2026, 2018]",2992.96
872,"[2024, 2025, 2018, 2024, 2019]",2556.43
873,"[2018, 2026, 2018, 2023, 2025]",2570.95
874,"[2024, 2025, 2025, 2019, 2025]",2144.15
875,"[2024, 2023, 2025, 2023, 2024]",3183.34
876,"[2025, 2018, 2023, 2024, 2025]",2300.01
877,"[2026, 2018, 2019, 2018, 2026]",2629.14
878,"[2018, 2024, 2025, 2024, 2018]",2616.89
879,"[2026, 2023, 2026, 2023, 2018]",3924.26
880,"[2019, 2023, 2019, 2018, 2025]",2453.55
881,"[2025, 2026, 2026, 2024, 2019]",3064.25
882,"[2019, 2023, 2023, 2018, 2024]",3271.92
883,"[2024, 2026, 2023, 2023, 2023]",4763.04
884,"[2023, 2025, 2023, 2025, 2024]",3237.47
885,"[2026, 2023, 2026, 2018, 2018]",3738.69
886,"[2025, 2018, 2025, 2023, 2025]",2159.27
887,"[2023, 2023, 2019, 2026, 2026]",3040.39
888,"[2025, 2024, 2018, 2018, 2023]",3528.32
889,"[2024, 2023, 2025, 2023, 2024]",3183.34
890,"[2026, 2026, 2018, 2024, 2018]",3492.61
891,"[2025, 2018, 2023, 2024, 2023]",3773.28
892,"[2019, 2025, 2019, 2023, 2019]",2599.31
893,"[2025, 2023, 2019, 2026, 2018]",2950.56
894,"[2018, 2026, 2024, 2018, 2023]",4110.33
895,"[2018, 2026, 2019, 2025, 2024]",3001.73
896,"[2019, 2023, 2019, 2025, 2024]",2989.95
897,"[2024, 2026, 2018, 2019, 2019]",2955.27
898,"[2019, 2025, 2025, 2024, 2023]",3463.96
899,"[2018, 2026, 2025, 2019, 2024]",2975.14
900,"[2024, 2024, 2019, 2019, 2026]",2370.79
901,"[2024, 2025, 2018, 2018, 2019]",2531.3
902,"[2023, 2019, 2025, 2024, 2025]",2495.71
903,"[2019, 2023, 2026, 2019, 2019]",3112.69
904,"[2024, 2026, 2023, 2024, 2023]",4589.96
905,"[2019, 2023, 2024, 2025, 2019]",2863.99
906,"[2023, 2024, 2023, 2025, 2023]",4534.23
907,"[2018, 2026, 2024, 2025, 2019]",2874.11
908,"[2019, 2018, 2019, 2018, 2026]",2245.79
909,"[2019, 2025, 2019, 2023, 2023]",3668.5
910,"[2025, 2018, 2025, 2019, 2018]",2457.21
911,"[2019, 2018, 2025, 2024, 2026]",2220.92
912,"[2025, 2023, 2026, 2026, 2023]",4447.55
913,"[2019, 2018, 2026, 2019, 2023]",3916.71
914,"[2023, 2018, 2018, 2019, 2025]",2502.14
915,"[2019, 2024, 2024, 2025, 2019]",2613.75
916,"[2024, 2025, 2019, 2026, 2026]",2355.71
917,"[2026, 2026, 2025, 2018, 2025]",2843.3
918,"[2024, 2023, 2026, 2019, 2026]",2827.41
919,"[2024, 2023, 2024, 2025, 2019]",2938.69
920,"[2023, 2019, 2019, 2025, 2023]",4103.63
921,"[2025, 2025, 2023, 2024, 2019]",2613.71
922,"[2025, 2026, 2026, 2026, 2019]",3178.22
923,"[2018, 2024, 2023, 2026, 2018]",3001.4
924,"[2024, 2026, 2018, 2024, 2018]",3054.75
925,"[2025, 2026, 2025, 2019, 2018]",2799.53
926,"[2019, 2018, 2025, 2019, 2025]",2138.3
927,"[2024, 2026, 2023, 2023, 2019]",3371.15
928,"[2019, 2023, 2026, 2026, 2025]",2791.73
929,"[2023, 2024, 2024, 2023, 2025]",2742.13
930,"[2019, 2026, 2019, 2024, 2024]",3089.11
931,"[2025, 2026, 2025, 2023, 2025]",2457.0
932,"[2018, 2018, 2019, 2023, 2025]",2268.9
933,"[2023, 2026, 2025, 2025, 2025]",2762.41
934,"[2024, 2019, 2025, 2019, 2023]",3629.93
935,"[2024, 2024, 2024, 2024, 2024]",2897.31
936,"[2018, 2026, 2023, 2018, 2024]",3287.45
937,"[2024, 2019, 2023, 2026, 2023]",4199.51
938,"[2024, 2018, 2018, 2024, 2024]",2768.95
939,"[2024, 2026, 2018, 2026, 2025]",2650.18
940,"[2024, 2025, 2018, 2024, 2019]",2556.43
941,"[2026, 2026, 2023, 2024, 2025]",3185.73
942,"[2025, 2025, 2019, 2019, 2023]",3381.66
943,"[2023, 2023, 2024, 2018, 2026]",2949.18
944,"[2026, 2019, 2025, 2026, 2023]",4350.14
945,"[2024, 2026, 2026, 2023, 2019]",3390.59
946,"[2023, 2024, 2024, 2025, 2023]",4247.35
947,"[2026, 2024, 2018, 2026, 2026]",2813.72
948,"[2025, 2019, 2026, 2023, 2019]",2811.05
949,"[2024, 2026, 2023, 2024, 2026]",2873.05
950,"[2019, 2019, 2019, 2026, 2024]",2828.78
951,"[2019, 2025, 2024, 2026, 2023]",3725.09
952,"[2018, 2024, 2024, 2023, 2019]",2746.17
953,"[2025, 2019, 2023, 2026, 2019]",2789.04
954,"[2018, 2025, 2025, 2025, 2018]",2441.8
955,"[2019, 2018, 2023, 2024, 2024]",2936.6
956,"[2026, 2018, 2019, 2019, 2023]",4212.29
957,"[2025, 2024, 2024, 2018, 2025]",2188.19
958,"[2024, 2025, 2025, 2023, 2019]",2612.2
959,"[2024, 2023, 2025, 2025, 2023]",4010.25
960,"[2018, 2019, 2018, 2019, 2026]",2235.88
961,"[2024, 2024, 2019, 2025, 2025]",2272.78
